Баянхонгор,БХ,Гурванбулаг ,47.230358, 98.568964,Баянхонгор аймаг Гурванбулаг  сум
Баянхонгор,БХ,Жаргалант ,47.020637, 99.483118,Баянхонгор аймаг Жаргалант  сум
Баянхонгор,БХ,Жинст ,45.410452,100.573820,Баянхонгор аймаг Жинст  сум
Баянхонгор,БХ,Заг ,6.941060 , 99.164595,Баянхонгор аймаг Заг  сум
Баянхонгор,БХ,Өлзийт ,46.067546,100.816222,Баянхонгор аймаг Өлзийт  сум
Баянхонгор,БХ,Шинэжинст ,44.546814, 99.281165,Баянхонгор аймаг Шинэжинст  сум
Баянхонгор,БХ,Эрдэнэцогт ,46.419711,100.821582,Баянхонгор аймаг Эрдэнэцогт  сум
Говь-Алтай,ГА,Бигэр,46.419240,100.822393,Говь-Алтай аймаг Бигэр сум
Говь-Алтай,ГА,Дэлгэр,46.353888, 97.369823,Говь-Алтай аймаг Дэлгэр сум
Говь-Алтай,ГА,Тонхил ,46.308996, 93.905547,Говь-Алтай аймаг Тонхил  сум
Говь-Алтай,ГА,Шарга,46.270440, 95.272895,Говь-Алтай аймаг Шарга сум
Говь-Алтай,ГА,Баян-Уул ,46.993744, 95.200483,Говь-Алтай аймаг Баян-Уул  сум
Говь-Алтай,ГА,Бугат ,49.064864,103.669653,Говь-Алтай аймаг Бугат  сум
Говь-Алтай,ГА,Дарви ,46.464517, 94.101258,Говь-Алтай аймаг Дарви  сум
Говь-Алтай,ГА,Жаргалан ,46.979467, 95.924785,Говь-Алтай аймаг Жаргалан  сум
Говь-Алтай,ГА,Тайшир ,46.712059, 96.528024,Говь-Алтай аймаг Тайшир  сум
Говь-Алтай,ГА,Халиун ,45.929348, 96.164210,Говь-Алтай аймаг Халиун  сум
Говь-Алтай,ГА,Хөхморьт ,47.357978, 94.525637,Говь-Алтай аймаг Хөхморьт  сум
Говь-Алтай,ГА,Цогт ,45.349850, 96.645355,Говь-Алтай аймаг Цогт  сум
Говь-Алтай,ГА,Цээл ,45.564105, 95.865261,Говь-Алтай аймаг Цээл  сум
Говь-Алтай,ГА,Чандмань ,45.332535, 97.991052,Говь-Алтай аймаг Чандмань  сум
Говь-Алтай,ГА,Эрдэнэ ,45.161761, 97.705166,Говь-Алтай аймаг Эрдэнэ  сум
Завхан ,За,Асгат ,49.406335, 96.604800,Завхан  аймаг Асгат  сум
Завхан ,За,Баянтэс,49.703139, 96.360397,Завхан  аймаг Баянтэс сум
Завхан ,За,Их-Уул,48.722233, 98.794958,Завхан  аймаг Их-Уул сум
Завхан ,За,Отгон,47.210794, 97.607722,Завхан  аймаг Отгон сум
Завхан ,За,Сонгино,49.022138, 95.928583,Завхан  аймаг Сонгино сум
Завхан ,За,Түдэвтэй,48.984817, 96.545742,Завхан  аймаг Түдэвтэй сум
Завхан ,За,Тэлмэн,48.644932, 97.612152,Завхан  аймаг Тэлмэн сум
Завхан ,За,Баянхайрхан ,49.374107, 96.417495,Завхан  аймаг Баянхайрхан  сум
Завхан ,За,Дөрвөлжин ,47.646532, 95.000004,Завхан  аймаг Дөрвөлжин  сум
Завхан ,За,Завханмандал ,48.324471, 95.107910,Завхан  аймаг Завханмандал  сум
Завхан ,За,Идэр ,48.218339, 97.373599,Завхан  аймаг Идэр  сум
Завхан ,За,Сантмаргац ,48.588176, 95.431816,Завхан  аймаг Сантмаргац  сум
Завхан ,За,Ургамал ,48.515438, 94.295191,Завхан  аймаг Ургамал  сум
Завхан ,За,Цагаанхайрхан ,47.497456, 96.803201,Завхан  аймаг Цагаанхайрхан  сум
Завхан ,За,Цагаанчулуут ,47.111819, 96.671946,Завхан  аймаг Цагаанчулуут  сум
Завхан ,За,Цэцэн-Уул ,48.750695, 96.000251,Завхан  аймаг Цэцэн-Уул  сум
Завхан ,За,Шилүүстэй ,46.799704, 97.194813,Завхан  аймаг Шилүүстэй  сум
Завхан ,За,Эрдэнэхайрхан ,48.122937, 95.715949,Завхан  аймаг Эрдэнэхайрхан  сум
Завхан ,За,Яруу ,48.114897, 96.766361,Завхан  аймаг Яруу  сум
Увс,Ув,Баруунтуруун,49.658693, 94.405181,Увс аймаг Баруунтуруун сум
Увс,Ув,Зүүнговь,49.905883, 93.788950,Увс аймаг Зүүнговь сум
Увс,Ув,Зүүнхангай,49.307581, 95.450136,Увс аймаг Зүүнхангай сум
Увс,Ув,Өлгий,49.035559, 92.037549,Увс аймаг Өлгий сум
Увс,Ув,Өмнөговь,49.105005, 91.720004,Увс аймаг Өмнөговь сум
Увс,Ув,Наранбулаг,49.383631, 92.581728,Увс аймаг Наранбулаг сум
Увс,Ув,Өндөрхангай,49.270182, 94.858231,Увс аймаг Өндөрхангай сум
Увс,Ув,Бөхмөрөн ,49.665015, 90.292639,Увс аймаг Бөхмөрөн  сум
Увс,Ув,Давст ,50.610246, 92.403002,Увс аймаг Давст  сум
Увс,Ув,Завхан ,48.819184, 93.099818,Увс аймаг Завхан  сум
Увс,Ув,Малчин ,49.727364, 93.266501,Увс аймаг Малчин  сум
Увс,Ув,Сагил ,50.340009, 91.607351,Увс аймаг Сагил  сум
Увс,Ув,Тариалан ,49.779559, 91.904755,Увс аймаг Тариалан  сум
Увс,Ув,Тэс ,50.477007, 93.600276,Увс аймаг Тэс  сум
Увс,Ув,Түргэн ,50.097507, 91.675007,Увс аймаг Түргэн  сум
Увс,Ув,Ховд ,49.280208, 90.909848,Увс аймаг Ховд  сум
Увс,Ув,Хяргас ,49.671737, 93.782344,Увс аймаг Хяргас  сум
Увс,Ув,Цагаанхайрхан ,49.406108, 94.250635,Увс аймаг Цагаанхайрхан  сум
Хөвсгөл,Хө,Галт,48.771177, 99.872203,Хөвсгөл аймаг Галт сум
Хөвсгөл,Хө,Жаргалант,49.296876,100.257862,Хөвсгөл аймаг Жаргалант сум
Хөвсгөл,Хө,Их-Уул,49.444354,101.472087,Хөвсгөл аймаг Их-Уул сум
Хөвсгөл,Хө,Рашаант,49.123263,101.431485,Хөвсгөл аймаг Рашаант сум
Хөвсгөл,Хө,Тариалан,49.617796,101.993379,Хөвсгөл аймаг Тариалан сум
Хөвсгөл,Хө,Алаг-Эрдэнэ ,50.114917,100.042404,Хөвсгөл аймаг Алаг-Эрдэнэ  сум
Хөвсгөл,Хө,Арбулаг ,49.911979, 99.443607,Хөвсгөл аймаг Арбулаг  сум
Хөвсгөл,Хө,Баянзүрх ,50.177007, 98.976173,Хөвсгөл аймаг Баянзүрх  сум
Хөвсгөл,Хө,Бүрэнтогтох ,49.500236, 99.154076,Хөвсгөл аймаг Бүрэнтогтох  сум
Хөвсгөл,Хө,Рэнчинлхүмбэ ,51.109770, 99.668226,Хөвсгөл аймаг Рэнчинлхүмбэ  сум
Хөвсгөл,Хө,Төмөрбулаг ,49.295785,100.258291,Хөвсгөл аймаг Төмөрбулаг  сум
Хөвсгөл,Хө,Түнэл ,49.857325,100.627041,Хөвсгөл аймаг Түнэл  сум
Хөвсгөл,Хө,Улаан-Уул ,50.676743, 99.225082,Хөвсгөл аймаг Улаан-Уул  сум
Хөвсгөл,Хө,Ханх ,51.505000,100.667295,Хөвсгөл аймаг Ханх  сум
Хөвсгөл,Хө,Цагааннуур ,51.361244, 99.347991,Хөвсгөл аймаг Цагааннуур  сум
Хөвсгөл,Хө,Цагаан-Уул ,49.600668, 98.694735,Хөвсгөл аймаг Цагаан-Уул  сум
Хөвсгөл,Хө,Цагаан-Үүр ,50.540012,101.520603,Хөвсгөл аймаг Цагаан-Үүр  сум
Хөвсгөл,Хө,Цэцэрлэг ,49.526314, 97.740064,Хөвсгөл аймаг Цэцэрлэг  сум
Хөвсгөл,Хө,Чандмань-Өндөр ,50.473783,100.931396,Хөвсгөл аймаг Чандмань-Өндөр  сум
Хөвсгөл,Хө,Шинэ-Идэр ,48.949590, 99.535275,Хөвсгөл аймаг Шинэ-Идэр  сум
Хөвсгөл,Хө,Эрдэнэбулган ,50.113337,101.581864,Хөвсгөл аймаг Эрдэнэбулган  сум
Ховд,Хо,Дарви,46.936081, 93.618107,Ховд аймаг Дарви сум
Ховд,Хо,Зэрэг,47.109304, 92.844343,Ховд аймаг Зэрэг сум
Ховд,Хо,Үенч,46.064779, 92.034541,Ховд аймаг Үенч сум
Ховд,Хо,Буянт ,48.172553, 91.764100,Ховд аймаг Буянт  сум
Ховд,Хо,Дөргөн ,48.333567, 92.630364,Ховд аймаг Дөргөн  сум
Ховд,Хо,Дуут ,47.519484, 91.630238,Ховд аймаг Дуут  сум
Ховд,Хо,Манхан ,47.425762, 92.225246,Ховд аймаг Манхан  сум
Ховд,Хо,Мөнххайрхан ,47.048023, 91.840628,Ховд аймаг Мөнххайрхан  сум
Ховд,Хо,Мөст ,46.694843, 92.796643,Ховд аймаг Мөст  сум
Ховд,Хо,Мянгад ,48.235384, 91.924533,Ховд аймаг Мянгад  сум
Ховд,Хо,Ховд ,48.235384, 91.924533,Ховд аймаг Ховд  сум
Ховд,Хо,Цэцэг ,46.589895, 93.267724,Ховд аймаг Цэцэг  сум
Ховд,Хо,Чандмань ,47.665040, 92.815783,Ховд аймаг Чандмань  сум
Ховд,Хо,Эрдэнэбүрэн ,48.501933, 91.450002,Ховд аймаг Эрдэнэбүрэн  сум
Усан цахилгаан С,Уц,Тайшир УЦС,46.695256, 96.664624,
Усан цахилгаан С,Уц,Дөргөн УЦС,48.325783, 92.810177,
Уурхай/Орд,Уо,Цагаан Суварга,44.596255,105.773486,
Уурхай/Орд,Уо,Шивээ Овоо нүүрсний уурхай,46.239108,108.516576,
Уурхай/Орд,Уо,Асгатын мөнгөний орд,49.862707, 89.648480,
Уурхай/Орд,Уо,Төмөртэйн овоо,49.715157,107.266559,
Уурхай/Орд,Уо,Бороо алт,48.745465,106.169327,
